zone,label,non_null,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
808302006,,133,0,145.0887604,215.1835175,70.0947571,182.5667469,182.5667469,15.27107023,233.205586,0.083646505,24281.37733,24281.37733
808302010,,2092,0,99.60768127,321.805481,222.1977997,162.7006239,162.7006239,19.47022385,379.0896169,0.119669018,340369.7053,340369.7053
808302011,,5,0,140.8638916,204.3249207,63.4610291,161.1898132,161.1898132,22.1255326,489.539193,0.137263839,805.9490662,805.9490662
808303001,,48762,0,22.23064995,128.2921906,106.0615407,35.81880505,35.81880505,10.52709029,110.8196301,0.293898422,1746596.572,1746596.572
808303004,,6,0,46.2484169,55.70186615,9.45344925,49.30345726,49.30345726,3.219218436,10.36336734,0.06529397,295.8207436,295.8207436
808303005,,478,0,30.58731079,258.807312,228.2200012,82.33840775,82.33840775,23.49971194,552.2364614,0.285404012,39357.7589,39357.7589
808303006,,25438,0,0,156.5360413,156.5360413,41.31577226,41.31577226,10.37360461,107.6116726,0.25108098,1050990.615,1050990.615
808303007,,5,0,85.3787384,109.2550507,23.8763123,100.4721695,100.4721695,8.328230174,69.35941782,0.082890916,502.3608475,502.3608475
808303008,,1018,0,39.39694977,106.3245697,66.92761993,48.31629212,48.31629212,11.0933782,123.0630399,0.229599121,49185.98538,49185.98538
808303009,,289828,0,0,250.3688049,250.3688049,30.94266861,30.94266861,7.59036203,57.61359574,0.245304053,8968051.758,8968051.758
808303010,,108,0,0,130.0735168,130.0735168,82.63151564,82.63151564,22.00002957,484.0013012,0.2662426,8924.20369,8924.20369
808303011,,11339,0,25.67621231,263.6296692,237.9534569,40.12961012,40.12961012,17.74335963,314.826811,0.442151309,455029.6491,455029.6491
808304001,,6426,0,22.55791855,175.0465393,152.4886208,50.97311653,50.97311653,29.96179419,897.7091108,0.587796004,327553.2468,327553.2468
808304004,,27,0,43.98173904,109.2582397,65.27650066,57.5548278,57.5548278,14.76229552,217.9253689,0.256491003,1553.98035,1553.98035
808304005,,6353,0,42.26173782,186.1826935,143.9209557,93.64954492,93.64954492,18.65201209,347.897555,0.199168208,594955.5589,594955.5589
808304006,,40323,0,0,231.5159149,231.5159149,64.42608188,64.42608188,20.05114807,402.0485388,0.311227184,2597852.9,2597852.9
808304007,,53,0,81.42195129,157.6128693,76.19091801,105.4078683,105.4078683,15.74049853,247.7632939,0.149329446,5586.61702,5586.61702
808304008,,508,0,0,209.7579803,209.7579803,102.3651617,102.3651617,44.46963558,1977.548488,0.434421583,52001.50216,52001.50216
808304009,,69919,0,0,346.9450684,346.9450684,34.14221346,34.14221346,16.76220965,280.9716723,0.490952635,2387189.423,2387189.423
808304010,,6056,0,0,366.9456787,366.9456787,128.605111,128.605111,28.80192023,829.5506088,0.223956264,778832.5522,778832.5522
808304011,,3202,0,27.1938076,162.8598633,135.6660557,96.01406897,96.01406897,29.75671957,885.4623597,0.30992041,307437.0488,307437.0488
808305001,,236511,0,22.23064995,264.5428772,242.3122273,46.31787204,46.31787204,17.83592741,318.1203064,0.385076572,10954686.23,10954686.23
808305004,,544,0,0,109.2582397,109.2582397,50.38484629,50.38484629,6.556722025,42.99060371,0.130132818,27409.35638,27409.35638
808305005,,101805,0,0,271.8335266,271.8335266,94.19899404,94.19899404,20.73911055,430.1107064,0.22016276,9589928.588,9589928.588
808305006,,355477,0,0,366.9456787,366.9456787,61.61910424,61.61910424,22.23607909,494.4432135,0.360863394,21904174.32,21904174.32
808305007,,488,0,71.3367157,357.1398621,285.8031464,135.7556161,135.7556161,39.63123149,1570.63451,0.291930696,66248.74068,66248.74068
808305008,,7764,0,0,213.7333527,213.7333527,76.02625469,76.02625469,42.5280156,1808.632111,0.559385909,590267.8414,590267.8414
808305009,,584274,0,0,346.9450684,346.9450684,50.07456906,50.07456906,21.119937,446.0517388,0.421769721,29257268.77,29257268.77
808305010,,104807,0,0,366.9456787,366.9456787,134.5693407,134.5693407,30.96307756,958.712172,0.230090134,14103808.89,14103808.89
808305011,,85699,0,25.67621231,286.5067444,260.8305321,64.48088308,64.48088308,35.95204289,1292.549388,0.557561267,5525947.199,5525947.199
808307001,,1379,0,31.15748024,192.3742676,161.2167874,130.7255485,130.7255485,23.89747388,571.0892577,0.182806453,180270.5314,180270.5314
808307005,,4988,0,58.62494659,174.0171051,115.3921585,95.65993913,95.65993913,17.48457849,305.710485,0.182778482,477151.7764,477151.7764
808307006,,8138,0,0,260.9615784,260.9615784,94.67221649,94.67221649,34.66636614,1201.756941,0.366172542,770442.4978,770442.4978
808307007,,3,0,81.04427338,124.4986343,43.45436092,103.9833705,103.9833705,17.82276816,317.6510648,0.171400178,311.9501114,311.9501114
808307008,,737,0,54.29695511,209.7579803,155.4610252,126.3569218,126.3569218,26.49375463,701.9190345,0.209673948,93125.05135,93125.05135
808307009,,2676,0,25.01247787,294.3544922,269.3420143,97.59794427,97.59794427,23.31342076,543.5155874,0.238872047,261172.0989,261172.0989
808307010,,20588,0,0,354.6462097,354.6462097,148.4773528,148.4773528,25.94918134,673.3600123,0.174768615,3056851.74,3056851.74
808307011,,8606,0,68.10567474,263.6296692,195.5239945,117.3093475,117.3093475,20.82388487,433.634181,0.177512579,1009564.245,1009564.245
808308101,,7419,0,58.72663116,199.8157043,141.0890731,129.2552404,129.2552404,20.72083879,429.3531602,0.160309468,958944.6284,958944.6284
808308105,,2867,0,0,182.9456177,182.9456177,122.1125627,122.1125627,22.2867234,496.6980397,0.182509669,350096.7174,350096.7174
808308106,,127055,0,0,373.2397461,373.2397461,125.9719312,125.9719312,34.5685155,1194.982264,0.274414428,16005363.72,16005363.72
808308107,,416,0,72.30581665,357.1398621,284.8340455,131.3754118,131.3754118,36.70854885,1347.517559,0.279417193,54652.17131,54652.17131
808308108,,5960,0,0,221.6226349,221.6226349,142.2202465,142.2202465,33.56262442,1126.449758,0.235990481,847632.6692,847632.6692
808308109,,14515,0,0,325.3834839,325.3834839,126.8057271,126.8057271,22.06273535,486.764291,0.173988477,1840585.129,1840585.129
808308110,,860564,0,0,387.7517395,387.7517395,157.3786346,157.3786346,22.50219055,506.3485793,0.142981229,135434387.3,135434387.3
808308111,,12398,0,0,286.5067444,286.5067444,125.5132993,125.5132993,18.29655151,334.7637971,0.145773807,1556113.885,1556113.885
808308201,,337446,0,27.66972733,294.1213989,266.4516716,74.43358975,74.43358975,18.68210006,349.0208627,0.25099018,25117317.13,25117317.13
808308204,,362,0,0,109.2582397,109.2582397,48.54684771,48.54684771,6.993250959,48.90555898,0.144051597,17573.95887,17573.95887
808308205,,70829,0,0,292.8453979,292.8453979,95.80807978,95.80807978,15.4224151,237.8508876,0.160971967,6785990.483,6785990.483
808308206,,328739,0,0,350.519928,350.519928,74.64902222,74.64902222,18.14079791,329.0885489,0.243014542,24540044.91,24540044.91
808308207,,1413,0,72.30581665,171.1243439,98.81852725,113.1197263,113.1197263,19.19644575,368.5035295,0.169700249,159838.1733,159838.1733
808308208,,12687,0,41.41221237,206.7973175,165.3851051,76.38533256,76.38533256,19.42927293,377.4966467,0.254358687,969100.7142,969100.7142
808308209,,632590,0,0,331.5281677,331.5281677,78.88800756,78.88800756,22.52963837,507.5846051,0.285590156,49903764.7,49903764.7
808308210,,52242,0,0,330.9606934,330.9606934,103.4064381,103.4064381,27.07439856,733.0230576,0.261825077,5402159.137,5402159.137
808308211,,84744,0,0,288.8742065,288.8742065,88.38351906,88.38351906,20.54071303,421.9208918,0.232404336,7489972.939,7489972.939
808309001,,280,0,0,110.9443817,110.9443817,45.68542181,45.68542181,43.48967177,1891.35155,0.951937621,12791.91811,12791.91811
808309004,,51,0,0,93.46246338,93.46246338,25.64859099,25.64859099,35.86984295,1286.645633,1.398511247,1308.07814,1308.07814
808309005,,5,0,116.1269302,117.536705,1.4097748,117.2547501,117.2547501,0.563909912,0.317994389,0.004809271,586.2737503,586.2737503
808309006,,5827,0,0,258.9190369,258.9190369,36.11160978,36.11160978,52.30372981,2735.680152,1.448390978,210422.3502,210422.3502
808309007,,24,0,101.2026596,178.2899017,77.0872421,143.8257786,143.8257786,20.56167237,422.7823707,0.142962357,3451.818687,3451.818687
808309008,,1638,0,0,106.5737762,106.5737762,21.38292098,21.38292098,35.28945344,1245.345524,1.650357006,35025.22456,35025.22456
808309009,,236,0,0,145.0311432,145.0311432,19.13764254,19.13764254,26.19199897,686.02081,1.368611568,4516.483639,4516.483639
808309010,,14308,0,0,270.8421326,270.8421326,11.073013,11.073013,33.65187572,1132.44874,3.039089335,158432.67,158432.67
808309101,,24184,0,0,287.8518677,287.8518677,61.57463681,61.57463681,21.15319118,463.3035722,0.342422224,1517570.218,1517570.218
808309104,,160,0,0,109.2582397,109.2582397,67.13763681,67.13763681,23.11223595,539.1294727,0.34874834,9138.237339,9138.237339
808309105,,7669,0,32.04663849,292.8453979,260.7987594,104.4419236,104.4419236,39.61788196,1905.60682,0.370484976,755179.1105,755179.1105
808309106,,117610,0,0,373.2397461,373.2397461,77.54521406,77.54521406,25.42152286,723.369317,0.318495954,10244983.29,10244983.29
808309107,,700,0,83.11936951,178.2899017,95.17053219,119.6189525,119.6189525,14.52842481,212.6888786,0.12131304,88706.23645,88706.23645
808309108,,2149,0,0,206.8158722,206.8158722,72.13999934,72.13999934,23.71362443,790.1860935,0.304944513,176893.3144,176893.3144
808309109,,87924,0,0,294.3544922,294.3544922,47.57351828,47.57351828,19.67953991,422.7921007,0.40791116,4412859.147,4412859.147
808309110,,47152,0,0,371.4556274,371.4556274,124.8568511,124.8568511,46.75015533,2191.997409,0.383030545,6933764.11,6933764.11
808309111,,8792,0,26.74789429,288.8742065,262.1263122,83.92168375,83.92168375,27.88636882,815.8015698,0.334709368,716515.3147,716515.3147
808309201,,1471,0,0,270.5516052,270.5516052,67.54380908,67.54380908,25.36021579,643.1405447,0.375463216,99356.94315,99356.94315
808309204,,72,0,0,88.99004364,88.99004364,47.70841344,47.70841344,24.01342597,576.6446267,0.503337341,3435.005768,3435.005768
808309205,,428,0,58.08332443,291.3132629,233.2299385,107.6075458,107.6075458,24.20529758,585.8964311,0.224940522,46056.02961,46056.02961
808309206,,16705,0,0,350.519928,350.519928,96.80722872,96.80722872,44.01931117,1937.699756,0.454710994,1617164.756,1617164.756
808309207,,457,0,83.11936951,177.0925598,93.97319029,130.9329349,130.9329349,15.28586086,233.6575422,0.116745728,59836.35125,59836.35125
808309208,,330,0,0,206.8158722,206.8158722,102.8855977,102.8855977,42.46306025,1803.111486,0.412721131,33952.24725,33952.24725
808309209,,7740,0,0,271.2868347,271.2868347,57.97416848,57.97416848,21.70897796,471.2797242,0.374459497,448720.064,448720.064
808309210,,17451,0,0,369.697876,369.697876,150.8391809,150.8391809,29.05371228,844.1181975,0.19261383,2632294.547,2632294.547
808309211,,469,0,32.71272278,156.9420471,124.2293243,73.52417954,73.52417954,29.42573152,865.8736758,0.400218428,34482.8402,34482.8402
808309801,,2867,0,27.27497482,149.049469,121.7744942,62.86561696,62.86561696,23.86603546,569.5876487,0.379635747,180235.7238,180235.7238
808309804,,938,0,0,99.95993042,99.95993042,70.43923743,70.43923743,13.79352155,190.2612368,0.195821563,66072.00471,66072.00471
808309805,,2494,0,46.74746704,164.7682037,118.0207367,95.7689148,95.7689148,21.11018034,445.6397138,0.220428313,238847.6735,238847.6735
808309806,,73096,0,0,366.9456787,366.9456787,69.70914665,69.70914665,24.33408906,592.1478903,0.349080289,5095459.783,5095459.783
808309808,,415,0,0,107.2719116,107.2719116,58.91223316,58.91223316,17.82259422,317.6448646,0.302527901,24448.57676,24448.57676
808309809,,16124,0,0,153.9717712,153.9717712,37.021511,37.021511,11.16280999,124.6083269,0.301522269,596934.8433,596934.8433
808309810,,1044,0,0,256.6598206,256.6598206,144.9053205,144.9053205,47.88427232,2292.903535,0.330452133,151281.1546,151281.1546
808309811,,274,0,31.46247292,146.7158508,115.2533779,108.7685346,108.7685346,24.20932785,586.0915549,0.222576575,29802.57847,29802.57847
808309901,,762,0,38.00921631,139.4267273,101.417511,74.42093395,74.42093395,19.30019509,372.4975306,0.259338254,56708.75167,56708.75167
808309904,,249,0,48.82551956,93.46246338,44.63694382,71.45518748,71.45518748,13.85010728,191.8254717,0.193829276,17792.34168,17792.34168
808309905,,927,0,53.69068527,164.3496857,110.6590004,91.47384104,91.47384104,24.8133799,615.703822,0.271262031,84796.25064,84796.25064
808309906,,481601,0,0,301.2198181,301.2198181,81.60903108,81.60903108,22.58249788,509.9692105,0.276715672,39302990.98,39302990.98
808309907,,551,0,75.66334534,173.8747711,98.21142576,113.1973946,113.1973946,16.99639616,288.8774823,0.150148298,62371.76444,62371.76444
808309908,,2411,0,47.15954971,139.9491425,92.78959279,75.79295281,75.79295281,16.47847161,271.5400265,0.217414298,182736.8092,182736.8092
808309909,,37308,0,0,156.8488922,156.8488922,56.16445815,56.16445815,11.7437417,137.9154691,0.209095611,2095383.605,2095383.605
808309910,,5390,0,0,224.1263733,224.1263733,122.2861665,122.2861665,26.21159044,687.0474732,0.214346325,659122.4375,659122.4375
808309911,,519,0,31.43959618,286.5067444,255.0671482,98.76564647,98.76564647,27.247014,742.3997719,0.275875418,51259.37052,51259.37052
808501001,,92690,0,0,387.0979309,387.0979309,66.86344542,66.86344542,24.42467533,596.5647652,0.365291905,6197572.756,6197572.756
808501004,,16,0,47.69396591,69.66558838,21.97162247,55.06194615,55.06194615,6.928249417,48.00063998,0.125826454,880.9911385,880.9911385
808501005,,316,0,50.77838898,179.6734619,128.8950729,106.9067591,106.9067591,26.70488278,713.1507643,0.249796018,33782.53589,33782.53589
808501006,,16574,0,0,334.4996948,334.4996948,65.62673387,65.62673387,37.14066197,1379.428772,0.565937992,1087697.487,1087697.487
808501007,,73,0,67.50932312,153.1963806,85.68705748,86.31102011,86.31102011,20.54191708,421.9703573,0.237998775,6300.704468,6300.704468
808501010,,9911,0,0,319.9461975,319.9461975,112.8296699,112.8296699,31.07906148,965.9080624,0.275451142,1118254.858,1118254.858
808501011,,53524,0,0,348.9421692,348.9421692,78.69136328,78.69136328,23.7889375,565.9135472,0.302306842,4211876.528,4211876.528
808503001,,157627,0,27.63878822,337.6662598,310.0274716,51.1583381,51.1583381,15.70284156,246.579233,0.306945889,8063935.359,8063935.359
808503004,,200,0,0,71.38828278,71.38828278,56.63072407,56.63072407,6.78874675,46.08708243,0.119877449,11326.14481,11326.14481
808503005,,159,0,49.71835709,100.897049,51.17869191,59.1586339,59.1586339,7.94301035,63.09141342,0.134266291,9406.22279,9406.22279
808503006,,58623,0,0,404.1707459,404.1707459,53.96326865,53.96326865,27.23530383,741.7617745,0.504700781,3163488.698,3163488.698
808503007,,145,0,54.84845734,102.7781601,47.92970276,77.14459215,77.14459215,8.589719885,73.7832877,0.111345716,11185.96586,11185.96586
808503010,,1676,0,57.5318718,159.1002502,101.5683784,79.36392206,79.36392206,13.67718452,187.0653765,0.172335038,133013.9334,133013.9334
808503011,,10643,0,41.73684311,273.7722778,232.0354347,67.22525882,67.22525882,11.53874915,133.142732,0.17164306,715478.4296,715478.4296
808504001,,9365,0,0,330.9777222,330.9777222,70.16580647,70.16580647,24.89628777,619.8251449,0.354820803,657102.7776,657102.7776
808504004,,11,0,0,76.84632111,76.84632111,53.14210372,53.14210372,19.31615974,373.1140271,0.363481277,584.5631409,584.5631409
808504005,,822,0,51.84641647,173.3562469,121.5098304,100.0477515,100.0477515,17.58575362,309.2587305,0.175773602,82239.25177,82239.25177
808504006,,33492,0,0,385.1912231,385.1912231,92.34950422,92.34950422,39.74043034,1579.301803,0.430326407,3092969.595,3092969.595
808504007,,417,0,51.62316132,155.0222778,103.3991165,112.375256,112.375256,18.83993314,354.9430809,0.167651971,46860.48175,46860.48175
808504010,,9665,0,0,203.5646057,203.5646057,120.2337952,120.2337952,25.03520853,626.761666,0.208221062,1162059.63,1162059.63
808504011,,1532,0,0,273.7722778,273.7722778,86.10636484,86.10636484,29.70462042,882.3644744,0.344975897,131914.9509,131914.9509
808504012,,6,0,94.28729248,107.7202301,13.43293762,101.8078524,101.8078524,4.529267042,20.51425993,0.044488386,610.8471146,610.8471146
808505001,,746896,0,0,387.0979309,387.0979309,61.58623294,61.58623294,18.43763553,339.946404,0.299379174,45998511.04,45998511.04
808505004,,284,0,0,83.62659454,83.62659454,57.62594771,57.62594771,10.55792311,111.4697405,0.183214741,16365.76915,16365.76915
808505005,,30390,0,49.71835709,195.4718628,145.7535057,110.1979856,110.1979856,22.11001133,488.852601,0.200638979,3348916.782,3348916.782
808505006,,575117,0,0,566.6810303,566.6810303,96.55952384,96.55952384,40.9806146,1679.410773,0.424407795,55533023.68,55533023.68
808505007,,13348,0,49.47146606,191.8932495,142.4217834,104.5982164,104.5982164,25.13397815,631.7168574,0.240290695,1396176.993,1396176.993
808505008,,6,0,73.17866516,77.12568665,3.94702149,74.72164154,74.72164154,1.184303799,1.402575489,0.015849542,448.3298492,448.3298492
808505010,,299742,0,0,347.0383911,347.0383911,131.1185187,131.1185187,28.00109745,784.0614587,0.213555627,39301727.04,39301727.04
808505011,,107390,0,0,278.3181152,278.3181152,68.84728562,68.84728562,16.84313149,283.6910783,0.244644815,7393510.003,7393510.003
808505012,,9,0,90.69309998,115.4622574,24.76915742,99.21066284,99.21066284,8.327981572,69.35527706,0.083942404,892.8959656,892.8959656
808507001,,1579,0,0,335.0960083,335.0960083,91.23905733,91.23905733,29.86517579,891.9287247,0.327328851,144066.4715,144066.4715
808507004,,1,0,63.30211639,63.30211639,0,63.30211639,63.30211639,0,0,0,63.30211639,63.30211639
808507005,,46,0,69.42703247,140.9052277,71.47819523,100.1870155,100.1870155,17.19461283,295.6547102,0.171625163,4608.602715,4608.602715
808507006,,24221,0,0,329.456604,329.456604,138.520137,138.520137,26.47562331,700.9586295,0.191131946,3355096.238,3355096.238
808507007,,1007,0,82.3497467,175.905899,93.5561523,127.5442085,127.5442085,12.17626512,148.2614323,0.095467017,128437.018,128437.018
808507010,,15633,0,0,210.8731689,210.8731689,128.7094869,128.7094869,23.84905219,568.7772904,0.185293662,2012115.409,2012115.409
808507011,,69,0,61.49265671,210.9711609,149.4785042,94.21196459,94.21196459,33.73650764,1138.151947,0.358091542,6500.625557,6500.625557
808508101,,54698,0,0,387.0979309,387.0979309,139.2028885,139.2028885,34.37232084,1181.45644,0.246922468,7614119.595,7614119.595
808508104,,1,0,0,0,0,0,0,0,0,0,0,0
808508105,,3318,0,71.75437927,195.4718628,123.7174835,148.0716108,148.0716108,24.99122023,624.5610888,0.168777932,491301.6046,491301.6046
808508106,,188081,0,0,393.1469116,393.1469116,142.4022848,142.4022848,24.01686269,576.8096936,0.168655038,26783164.13,26783164.13
808508107,,11133,0,75.68643951,196.6404724,120.9540329,133.5321229,133.5321229,25.52799218,651.6783846,0.191174915,1486613.124,1486613.124
808508110,,827315,0,0,347.0383911,347.0383911,145.3510609,145.3510609,19.77102156,390.8932935,0.136022547,120251113,120251113
808508111,,11852,0,0,348.9421692,348.9421692,141.140654,141.140654,31.87367776,1015.931334,0.225829177,1672799.031,1672799.031
808508201,,1308969,0,0,339.8147278,339.8147278,81.46393194,81.46393194,19.03069433,362.1673265,0.233608836,106633761.5,106633761.5
808508204,,67,0,0,90.02716827,90.02716827,61.31530636,61.31530636,22.46037508,504.4684485,0.366309432,4108.125526,4108.125526
808508205,,18140,0,55.19794464,195.4718628,140.2739182,103.8286825,103.8286825,17.36971674,301.7070597,0.167292085,1883452.301,1883452.301
808508206,,322454,0,0,404.1707459,404.1707459,84.36650284,84.36650284,22.00825588,484.3633269,0.260864859,27204316.31,27204316.31
808508207,,14519,0,51.31534958,178.7635803,127.4482307,97.10334036,97.10334036,21.31647884,454.3922702,0.219523641,1409843.399,1409843.399
808508210,,234326,0,0,347.0383911,347.0383911,103.8423784,103.8423784,24.70090376,610.1346466,0.237869203,24332969.17,24332969.17
808508211,,175146,0,0,348.9421692,348.9421692,88.19733855,88.19733855,22.04195863,485.8479403,0.249916369,15447411.06,15447411.06
808508212,,9,0,86.49659729,107.7202301,21.22363281,93.14153375,93.14153375,6.333287904,40.11053568,0.067996388,838.2738037,838.2738037
808509001,,2833,0,0,319.442688,319.442688,44.33725258,44.33725258,74.32838577,5524.708931,1.676431927,125607.4366,125607.4366
808509004,,82,0,0,108.4061508,108.4061508,52.41644445,52.41644445,40.22964678,1618.42448,0.76750049,4298.148445,4298.148445
808509006,,3597,0,0,400.1445923,400.1445923,66.48828197,66.48828197,57.87275644,3349.255938,0.870420392,239158.3502,239158.3502
808509010,,768,0,0,198.8640442,198.8640442,56.98418543,56.98418543,63.34297389,4012.332342,1.111588653,43763.85441,43763.85441
808509011,,235,0,0,210.9711609,210.9711609,92.1238776,92.1238776,43.52898217,1894.772288,0.472504885,21649.11124,21649.11124
808509101,,92829,0,0,387.0979309,387.0979309,71.58323815,71.58323815,28.76427229,836.2203546,0.405305646,7006536.836,7006536.836
808509104,,355,0,0,108.4061508,108.4061508,72.36460579,72.36460579,8.28463747,98.31233182,0.114541168,25670.93427,25670.93427
808509105,,905,0,57.99061966,194.2648315,136.2742118,108.7701092,108.7701092,23.90458346,571.4291105,0.219771623,98436.94878,98436.94878
808509106,,144386,0,0,583.3031006,583.3031006,89.10234543,89.10234543,44.72995139,2021.967243,0.501169148,13916734.34,13916734.34
808509107,,1726,0,58.00569916,196.6404724,138.6347732,116.0582396,116.0582396,25.16346706,633.2000743,0.216817583,200316.5216,200316.5216
808509110,,47185,0,0,347.0383911,347.0383911,135.4014073,135.4014073,22.83735665,555.3574843,0.168226635,6456636.957,6456636.957
808509111,,17836,0,0,278.3181152,278.3181152,78.19694954,78.19694954,20.73632325,505.4835408,0.259116199,1483988.07,1483988.07
808509112,,23,0,84.88017273,115.4622574,30.58208467,96.86774913,96.86774913,4.987816758,49.75663203,0.05015492,2282.147819,2282.147819
808509201,,2995,0,0,339.8147278,339.8147278,99.34675651,99.34675651,40.75690191,1661.125053,0.410248944,297543.5357,297543.5357
808509204,,112,0,0,108.4061508,108.4061508,70.21366082,70.21366082,20.49504042,420.0466817,0.29189534,7863.930012,7863.930012
808509205,,284,0,71.25585175,166.4659119,95.21006015,104.8626463,104.8626463,17.92425167,321.278798,0.170930759,29780.99155,29780.99155
808509206,,20936,0,0,400.1445923,400.1445923,127.6239168,127.6239168,38.7978404,1505.27242,0.30400133,2671934.322,2671934.322
808509207,,558,0,63.53328323,196.1478729,132.6145897,130.6578833,130.6578833,20.58409795,423.7050883,0.157541952,72907.09887,72907.09887
808509210,,13437,0,0,272.1429443,272.1429443,139.3040779,139.3040779,22.66757344,513.8188855,0.1627201,1871828.895,1871828.895
808509211,,240,0,0,244.3254089,244.3254089,89.35692253,89.35692253,36.56114182,1336.717091,0.409158471,21445.66141,21445.66141
808509212,,3,0,92.48742676,111.2792816,18.79185484,103.8289795,103.8289795,8.150248493,66.42655049,0.078496856,311.4869385,311.4869385
808509801,,10157,0,0,291.035614,291.035614,69.46627621,69.46627621,21.4447687,459.8781045,0.308707619,705568.9675,705568.9675
808509804,,1200,0,0,499.9579468,499.9579468,55.53609818,55.53609818,27.6743032,765.8670573,0.498311983,66643.31782,66643.31782
808509805,,10,0,75.63368225,96.83429718,21.20061493,84.52005997,84.52005997,6.890550095,47.47968061,0.081525618,845.2005997,845.2005997
808509806,,103230,0,0,583.3031006,583.3031006,68.18815164,68.18815164,35.13002231,1234.118467,0.515192471,7039062.894,7039062.894
808509807,,21,0,0,99.27658081,99.27658081,27.10364387,27.10364387,32.75780754,1073.073955,1.208612676,569.1765213,569.1765213
808509810,,4482,0,60.88518524,193.1277313,132.2425461,139.0557258,139.0557258,21.47611507,461.2235185,0.154442508,623247.7631,623247.7631
808509811,,21,0,51.6770401,124.8686752,73.1916351,76.01470257,76.01470257,25.12417001,631.2239186,0.330517244,1596.308754,1596.308754
808509812,,2,0,86.49659729,115.4622574,28.96566011,100.9794273,100.9794273,14.48283005,209.7523662,0.143423571,201.9588547,201.9588547
808509901,,7581,0,0,330.9777222,330.9777222,64.4305687,64.4305687,25.57838979,654.2540241,0.396991526,488448.1413,488448.1413
808509904,,509,0,0,114.2577286,114.2577286,68.66580498,68.66580498,11.67182749,136.231557,0.169980203,34950.89474,34950.89474
808509905,,68,0,71.76875305,135.0056763,63.23692325,108.0992613,108.0992613,12.59450801,158.6216321,0.116508733,7350.749771,7350.749771
808509906,,521800,0,0,583.3031006,583.3031006,79.70024193,79.70024193,30.06228041,903.7407033,0.377191834,41587586.24,41587586.24
808509907,,150,0,52.28806686,136.498764,84.21069714,74.9802033,74.9802033,10.91178282,119.0670043,0.145528851,11247.03049,11247.03049
808509910,,10479,0,0,204.1225891,204.1225891,104.8379098,104.8379098,24.39467247,595.1000448,0.23268942,1098596.457,1098596.457
808509911,,87,0,56.21282959,149.5540466,93.34121701,77.46655212,77.46655212,12.98839074,168.698294,0.1676645,6739.590034,6739.590034
808509912,,8,0,81.40686798,108.1935272,26.78665922,95.05986214,95.05986214,8.790778693,77.27779003,0.092476241,760.4788971,760.4788971
808701006,,747,0,0,116.8894882,116.8894882,54.20050832,54.20050832,20.39733519,416.0512827,0.376331068,40487.77972,40487.77972
808701007,,10,0,0,98.15621185,98.15621185,68.9603157,68.9603157,24.58153497,604.2518614,0.356459142,689.603157,689.603157
808701008,,8,0,0,81.48193359,81.48193359,42.2459631,42.2459631,21.97485209,482.8941242,0.520164543,337.9677048,337.9677048
808703001,,1,0,116.947403,116.947403,0,116.947403,116.947403,0,0,0,116.947403,116.947403
808703006,,466,0,0,105.7165298,105.7165298,42.77651951,42.77651951,10.24488806,104.9577314,0.239497934,19933.85809,19933.85809
808703007,,1,0,0,0,0,0,0,0,0,0,0,0
808703008,,8,0,38.82230377,45.7020874,6.87978363,43.22778988,43.22778988,2.050858657,4.206021232,0.047443061,345.822319,345.822319
808704001,,1397,0,0,132.5817413,132.5817413,46.62474528,46.62474528,17.24629423,297.4346648,0.369895731,65134.76915,65134.76915
808704004,,151,0,0,112.3285522,112.3285522,70.72769082,70.72769082,10.37391385,107.6180886,0.146674007,10679.88131,10679.88131
808704006,,1900768,0,0,256.9639587,256.9639587,42.7249148,42.7249148,6.176030843,38.14335698,0.14455338,81210150.86,81210150.86
808704007,,3919,0,0,256.7833557,256.7833557,65.69839995,65.69839995,19.47169255,379.1468109,0.296380012,257472.0294,257472.0294
808704008,,184839,0,0,207.6636047,207.6636047,41.77610339,41.77610339,5.181950758,26.85261366,0.124041027,7721853.174,7721853.174
808705001,,19,0,40.83215332,123.9056244,83.07347108,85.01490101,85.01490101,24.36777151,593.7882883,0.286629417,1615.283119,1615.283119
808705004,,12,0,55.83361816,73.24150848,17.40789032,64.84924666,64.84924666,6.009970018,36.11973961,0.092676019,778.1909599,778.1909599
808705006,,27785,0,0,228.8716278,228.8716278,46.81725678,46.81725678,9.35947189,87.59971406,0.199915,1300817.48,1300817.48
808705007,,38,0,48.52470779,89.11510468,40.59039689,67.14425328,67.14425328,9.864682033,97.31195161,0.146917741,2551.481625,2551.481625
808705008,,1602,0,35.10396957,70.88881683,35.78484726,43.14611435,43.14611435,4.682729367,21.92795433,0.108531891,69120.0752,69120.0752
808707006,,515,0,38.74957657,49.5083313,10.75875473,42.05584436,42.05584436,2.240962745,5.021914027,0.053285406,21658.75985,21658.75985
808708101,,1,0,132.5817413,132.5817413,0,132.5817413,132.5817413,0,0,0,132.5817413,132.5817413
808708106,,422,0,0,157.8398895,157.8398895,56.05503585,56.05503585,19.81961709,392.8172215,0.353574247,23655.22513,23655.22513
808708108,,13,0,42.52215195,73.15606689,30.63391494,55.56214171,55.56214171,8.642444658,74.69184967,0.155545564,722.3078423,722.3078423
