zone,label,non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
802701001,,8,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802701006,,198,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802701010,,10952,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802701011,,35281,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901001,,41078,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901003,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901004,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901006,,27431,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901007,,433,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901010,,16677,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901011,,26874,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
802901012,,6,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803101004,,4,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803101006,,466,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301001,,8874,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301006,,1693,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301007,,150,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301008,,474,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301010,,28956,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803301011,,25058,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803501004,,230,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803501006,,2357,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803501010,,117,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803501012,,10,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701001,,16214,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701004,,25,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701006,,4478,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701007,,7,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701008,,56,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701010,,35285,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803701011,,151140,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803901004,,36,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803901006,,3711,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
803901008,,55,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101002,,3118,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101004,,131,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101006,,22661,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101008,,2102,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101010,,11102,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804101011,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301001,,815,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301002,,119,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301006,,22835,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301007,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301008,,888,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301010,,80,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804301011,,20815,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501001,,186338,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501004,,497,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501006,,145296,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501007,,235,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501010,,15210,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501011,,71952,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804501012,,3,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804701006,,514,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804701007,,40,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804701010,,847,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804701011,,5551,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901001,,1226,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901004,,275,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901005,,194,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901006,,3465,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901007,,10,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901008,,215,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901010,,51399,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
804901011,,113331,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101001,,9943,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101004,,9,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101005,,177,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101006,,13127,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101007,,467,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101008,,17,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101010,,159720,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101011,,293627,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805101012,,50,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805301001,,20732,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805301006,,4891,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805301007,,51,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805301010,,83325,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805301011,,266534,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501001,,7540,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501004,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501006,,34369,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501007,,145,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501008,,1082,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501010,,5896,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805501011,,22201,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701001,,644,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701003,,48,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701006,,1101,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701007,,37,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701008,,14822,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701010,,14115,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805701011,,35428,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901003,,56,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901004,,1340,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901006,,1929,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901007,,14,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901008,,4,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901010,,169,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901011,,257,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
805901012,,5,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806101001,,34,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806101006,,12252,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806101007,,16,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806101008,,737,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806301006,,199,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501001,,11023,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501003,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501004,,3,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501006,,24802,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501008,,227,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501010,,71322,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806501011,,45041,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701001,,37,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701006,,3333,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701007,,13,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701008,,1,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701009,,2116,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701010,,15708,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806701011,,72947,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901001,,40,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901004,,2796,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901005,,541,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901006,,4284,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901007,,76,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901008,,1418,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901010,,3674,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
806901011,,109775,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101001,,5,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101002,,7394,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101004,,4,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101006,,80700,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101007,,1193,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101008,,3149,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101010,,3341,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807101011,,6300,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807301001,,21,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
807301006,,5667,0,0,0.376000006,0.376000006,0.375794802,0.375794802,0.008781477,7.71E-05,2.336774408,2525022.022,2525022.022
