Landcat,A2_y2015,A2_y2016,A2_y2017,A2_y2018,A2_y2019,A2_y2020,A2_y2021,A2_y2022,A2_y2023,A2_y2024,A2_y2025,A2_y2026,A2_y2027,A2_y2028,A2_y2029,A2_y2030,A2_y2031,A2_y2032,A2_y2033,A2_y2034,A2_y2035,A2_y2036,A2_y2037,A2_y2038,A2_y2039,A2_y2040,A2_y2041,A2_y2042,A2_y2043,A2_y2044,A2_y2045,A2_y2046,A2_y2047,A2_y2048,A2_y2049,A2_y2050
350398101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,0
350398105,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,23,23,23,23,23,8,8,0,0,0,0,0,0
350398106,163,168,188,190,190,170,92,111,142,133,116,132,156,159,109,65,83,83,112,153,176,184,185,181,232,187,122,96,81,120,95,74,95,118,151,149
350398108,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32
350398109,2,2,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,0,0,0,15,15,15,15,15,15,42,27,27,27,27,27,27
350398110,25332,27900,29136,29384,27966,26574,24882,23001,21189,19917,21134,22378,22814,22976,25064,25517,27000,26244,24905,23821,25075,25364,24260,24680,25800,27057,28574,29047,29277,30551,29891,30303,29460,28378,28126,27159
350398111,89,15,15,51,51,115,115,115,115,115,64,64,0,0,0,0,0,0,0,0,0,47,47,47,47,47,53,71,24,24,63,63,67,61,43,43
350398101,1120,1176,909,945,1120,1180,607,815,687,593,485,268,280,341,318,462,462,462,598,526,465,280,190,233,369,233,233,284,348,294,251,115,115,387,375,357
350398106,199,131,156,160,130,134,65,65,57,32,4,4,0,45,77,77,77,77,77,77,32,0,10,39,39,102,102,115,115,105,76,76,13,77,97,115
350398107,64,64,0,0,0,0,0,0,0,353,353,353,425,425,425,425,72,72,72,0,64,64,102,102,102,102,102,38,38,0,148,148,220,220,284,348
350398108,583,546,546,489,144,216,216,72,72,72,72,144,72,72,72,72,72,72,225,225,225,297,297,297,297,273,273,273,273,273,273,273,208,272,272,272
350398109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,0,44,44,44,44,44,44
350398110,70,47,64,64,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350398101,19,34,34,15,15,15,15,15,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,51,51,0,0,0
350398106,4483,4846,5086,5248,5499,5353,5208,4656,4069,3354,3380,3436,3820,3975,4660,4471,4696,5202,4702,4587,4657,4053,4883,6056,5684,6063,6103,7040,7825,7047,6121,6404,6425,6335,6105,6153
350398107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,37,5,5,5,5,5,5,0,0,0,0,0
350398108,0,0,0,0,0,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350398109,6401,6026,5991,5528,5408,5361,4936,5296,5764,6038,7302,7646,8414,10050,9809,9942,9541,9520,9986,9481,7893,8335,8023,7791,7270,8423,8383,10421,10447,11233,10905,11611,10074,11061,9224,8557
350398110,72,72,82,92,80,80,49,32,32,22,12,22,22,92,131,160,160,160,138,138,68,29,9,9,23,29,84,84,147,138,138,124,118,63,78,70
350398111,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350399801,1836,1993,2219,2270,2215,2359,2460,2460,2596,2596,2668,2796,2796,2810,2874,2946,3227,3291,3291,3346,3305,3553,3825,3888,3891,4024,4332,4491,4555,4701,4695,4688,4760,4760,4831,4863
350399802,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425
350399806,3605,3600,3783,3792,3728,3809,3809,3809,3809,4017,4041,4072,4072,4079,4079,3935,3971,4205,4277,4294,4243,4255,4255,4143,4212,4178,4270,4283,4211,4270,4264,4301,4301,4301,4302,4342
350399807,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
350399808,283,224,224,381,381,381,381,381,381,381,381,381,381,658,658,722,722,794,794,794,750,774,774,774,774,774,774,774,838,806,806,888,888,888,807,807
350399809,5638,5638,5638,6038,6183,6319,6472,6472,6544,6616,6688,6793,6865,7001,7473,7673,7773,7854,7982,8054,8054,8190,8543,8735,8807,8943,9143,9215,9359,9440,9712,9920,9992,10056,10128,10362
350399810,768,840,840,840,1129,1129,1525,1525,1525,1525,1565,1493,1493,1493,1493,1557,1557,1557,1557,1429,1429,1429,1854,1839,1839,1884,2020,2092,2092,2092,2092,2163,2163,2163,2163,2163
350391001,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11396,11468,11468,11468,11468,11532,11532,11532,11532,11532,11532,11532,11532,11532,11532,11532,11532
350391006,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267
350391007,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
350391008,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
350391009,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964
350391010,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
350391011,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784
350398101,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3664,3664,3664,3664,3664,3664,3664,3728
350398105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
350398106,73114,73186,73105,73105,73169,73169,73169,73313,73385,73466,73394,73394,73394,73360,73360,73424,73424,73496,73432,73360,73394,73258,73194,73266,73194,73194,73266,73266,73402,73466,73466,73538,73466,73466,73466,73322
350398107,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416,17416
350398108,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208
350398109,65571,65571,65652,65579,65579,65515,65515,65515,65443,65443,65516,65444,65508,65508,65508,65516,65444,65444,65516,65452,65452,65452,65452,65524,65524,65524,65588,65452,65307,65303,65303,65231,65167,65167,65367,65512
350398110,29183,29183,29183,29255,29255,29191,29272,29272,29272,29336,29336,29336,29400,29400,29247,29111,29111,29111,29111,29111,29111,29264,29255,29119,29119,29119,29047,29047,29047,29256,29392,29392,29392,29336,29336,29264
350398111,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,3466
350398101,508732,508589,508711,508622,508375,508107,508579,508371,508362,508456,508564,508696,508684,508609,508568,508368,508368,508304,508168,508185,508182,508119,507937,507894,507629,507693,507461,507346,507216,507069,507054,507190,507046,506825,506765,506753
350398102,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191
350398105,8996,8996,8996,8996,8996,8996,8996,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9004,9004,8996,8996,8996,8996,8996,9011,9011,9019,9019,9019,9019,9019,9019
350398106,1225192,1224820,1224544,1224376,1224091,1224253,1224609,1224993,1225539,1226063,1226145,1226106,1225702,1225462,1224859,1224964,1224593,1223709,1224244,1224456,1224374,1225074,1224297,1223099,1223652,1223191,1223234,1222310,1221470,1222128,1223102,1222665,1222758,1222689,1222930,1222840
350398107,75451,75451,75515,75515,75515,75515,75515,75515,75451,75098,75098,75098,75026,75026,75026,75026,75379,75379,75347,75419,75355,75355,75317,75317,75312,75344,75344,75408,75408,75446,75298,75303,75231,75231,75167,75103
350398108,91592,91629,91629,91686,92031,91940,91940,92084,92078,92078,92078,92027,92118,91986,91986,91928,91928,91928,91775,91775,91775,91679,91679,91679,91679,91703,91677,91677,91613,91613,91581,91517,91582,91518,91518,91518
350398109,1329375,1329750,1329642,1329778,1329689,1329600,1330008,1329648,1329252,1328906,1327578,1327201,1326297,1324344,1324185,1323844,1324181,1324040,1323374,1323871,1325504,1324935,1324851,1324804,1325398,1324109,1324029,1322055,1322174,1321327,1321482,1320431,1322041,1320918,1322547,1322618
350398110,3265005,3262596,3261269,3261052,3262601,3263968,3265358,3267188,3268955,3270254,3268983,3267665,3267293,3266997,3264879,3264452,3262905,3263814,3265175,3266384,3265336,3265005,3265721,3265437,3264300,3263173,3261662,3261317,3261022,3259621,3260289,3260013,3260926,3262039,3262446,3263431
350398111,487541,487615,487615,487658,487658,487594,487594,487594,487594,487594,487645,487613,487677,487677,487677,487677,487677,487677,487709,487709,487709,487662,487662,487662,487662,487662,487656,487638,487685,487685,487646,487646,487642,487648,487666,487666
350398112,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
350398101,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102,8102
350398105,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657
350398106,30924,30924,30924,30924,30924,30924,30860,30865,30865,30737,30665,30601,30601,30665,30601,30601,30729,30801,30801,30748,30748,30812,30812,30812,30709,30773,30754,30754,30688,30688,30688,30791,30791,30863,30863,30929
350398107,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329
350398108,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746
350398109,20319,20319,20383,20383,20447,20511,20375,20375,20375,20375,20294,20294,20294,20430,20358,20358,20358,20439,20439,20439,20439,20430,20430,20430,20285,20285,20213,20213,20077,20077,20013,20158,20077,20077,20077,20294
350398110,85180,85108,85172,85108,85108,85325,85261,85329,85384,85320,85384,85448,85384,85448,85592,85609,85673,85520,85520,85501,85437,85365,85357,85357,85424,85288,85163,85163,85101,85092,85020,84978,84978,85186,85088,85150
350398111,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215,8215
350394001,1179279,1179224,1178999,1178729,1178729,1178521,1178367,1178318,1178202,1178202,1178130,1178023,1178023,1178023,1178023,1178088,1178088,1178088,1178088,1178088,1178105,1178105,1178105,1178024,1178137,1178137,1177688,1177529,1177304,1177232,1177032,1176885,1176787,1176723,1176547,1176130
350394002,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3926,3926,3926,3926,3926
350394005,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915
350394006,1400793,1398407,1396283,1394695,1393271,1391313,1390259,1389650,1388780,1387930,1387533,1386645,1386572,1386311,1386047,1385527,1385210,1385142,1385048,1384903,1384537,1383924,1383615,1383544,1383512,1382988,1382152,1381210,1380477,1379030,1377839,1376054,1374191,1373253,1371549,1370479
350394007,53292,53292,53283,53283,53283,53283,53283,53244,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53239,53183,53183,53099,53099,52946,52875,52869,52865,52801
350394008,181304,181267,181106,180791,180791,180654,180654,180654,180654,180654,180654,180626,180626,180481,180481,180481,180481,180481,180543,180543,180543,180543,180543,180543,180543,180543,180543,180543,180543,180543,180312,180249,180246,180246,180246,180116
350394009,1117395,1116234,1114449,1112548,1110225,1108655,1108473,1107607,1106399,1104783,1103678,1103379,1103147,1102530,1102241,1102321,1102149,1101780,1101732,1101516,1101452,1101163,1101091,1100707,1100490,1100201,1099304,1097972,1097122,1095953,1095329,1094241,1092551,1091671,1090137,1088615
350394010,1235987,1235789,1235517,1235468,1235063,1234536,1234245,1234245,1234245,1234245,1234197,1234197,1234133,1233973,1233973,1233973,1233973,1233973,1233973,1234037,1233889,1233882,1233818,1233833,1233697,1233436,1233308,1233152,1232783,1232719,1232541,1232453,1232097,1232033,1231550,1231432
350394011,116465,116465,116465,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116386,116354,116354,116354,116296
350394012,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
350395001,714628,714543,714462,713974,714029,713998,713991,713958,713958,713822,713614,713614,713614,713606,713606,713535,713254,713254,713190,713088,713032,713060,712932,712941,712841,712794,712794,712771,712771,712726,712662,712427,712341,712252,711978,711865
350395002,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891
350395005,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883
350395006,907023,905260,903155,902088,900658,900005,899497,899139,898485,898136,897640,897559,897113,896971,897252,897651,897732,897699,897583,897414,897826,898228,898084,898267,898551,899175,898390,897952,897077,896384,895988,895103,894513,893316,892584,891808
350395007,83779,83779,83727,83716,83696,83696,83624,83624,83624,83624,83624,83624,83624,83624,83624,83624,83624,83624,83624,83687,83687,83687,83687,83687,83687,83687,83687,83687,83687,83687,83687,83687,83674,83674,83546,83546
350395008,95328,95387,95359,95359,95359,95359,95062,95057,94985,94985,94985,94985,94985,94985,94985,94856,94856,94784,94784,94779,94823,94882,94882,94882,94882,94882,94882,94882,94846,94878,94878,94878,94878,94775,94792,94792
350395009,972905,971395,969630,967867,966074,964304,963225,962511,961405,960141,959498,959442,959434,959290,958937,958357,958396,958140,958131,958106,957804,957371,957363,956760,956832,956738,956096,955896,955172,954067,952799,951326,950077,950005,948560,947607
350395010,1068958,1068772,1068479,1068298,1067665,1067256,1067184,1067060,1066978,1066827,1066763,1066835,1066817,1066817,1066817,1066771,1066699,1066699,1066696,1066718,1066421,1066357,1066429,1066429,1066365,1066396,1066396,1066124,1066094,1065958,1065678,1065543,1065407,1065151,1064861,1064861
350395011,74037,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
350395012,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
350399901,1021,1021,1021,1084,1084,1156,1092,1092,1092,1092,1092,1092,1092,1092,1092,1163,1163,1163,1227,1227,1299,1276,1276,1276,1276,1276,1276,1276,1276,1271,1399,1616,1688,1760,1819,2086
350399906,16813,17247,17584,17945,18033,18297,18297,18361,18505,19057,18976,18759,18759,18762,18762,18691,18691,18611,18547,18475,18275,18547,18255,18047,17912,17912,18528,18664,18728,19069,19197,19350,19406,19597,19963,19896
350399907,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
350399908,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,153
350399909,8398,8470,8542,8534,8638,8519,8446,8245,8245,8180,8196,8196,8196,8001,7865,7665,7529,7457,7207,7207,6935,6727,6410,6146,6017,5953,6025,5881,5672,5600,5472,5536,5897,5833,5897,5897
350399910,1028,1028,1028,1028,1100,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1300,1300,1300,1300,1300,1300,1300,1300
350399911,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432
350399901,4250,4305,4530,5246,5318,5549,5774,5856,5972,6108,6316,6380,6380,6388,6388,6323,6323,6323,6323,6425,6425,6420,6548,6557,6606,6592,6914,7001,7226,7370,7570,7651,7835,7916,8308,8571
350399902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64
350399906,122424,125804,129376,131589,134338,136388,137950,138853,139891,140602,141496,142437,142956,143292,143211,143611,143739,143708,143822,144003,144144,143975,144564,144244,144001,143684,144526,145774,147382,149110,150581,152933,155258,157202,159180,161085
350399907,1440,1440,1552,1563,1583,1583,1655,1694,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1636,1636,1636,1636,1636,1636,1636,1636,1739,1739,1823,1823,1976,2060,2066,2198,2262
350399908,1486,1523,1712,1870,1870,2007,2304,2309,2381,2381,2381,2388,2388,2388,2388,2517,2517,2517,2455,2460,2460,2401,2401,2401,2401,2401,2427,2427,2463,2463,2694,2739,2742,2845,2909,2967
350399909,39240,41754,45101,48629,52080,55083,56272,57780,59604,61940,63608,63736,63800,64203,64781,64943,65176,65504,65449,65593,65985,66771,67040,68083,68029,68374,69569,70884,72089,74227,75639,77938,80372,81332,83465,85595
350399910,6471,6719,7284,7465,8070,8742,9025,9149,9221,9372,9444,9444,9462,9622,9622,9668,9740,9740,9743,9679,10052,10123,10115,10115,10251,10436,10564,10792,11191,11327,11713,11785,12213,12405,13106,13224
350399911,94,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,163,163,163,221
350399106,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
350399206,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
350419003,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487
350419006,1526,1526,1526,1526,1526,1526,1526,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505
350419008,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
350419806,13022,13558,13711,14009,14217,14569,14849,15002,15347,15683,16116,16388,17150,17903,18519,18744,19000,19769,20377,20585,20810,21091,21307,21916,22324,22613,23357,23966,24400,24859,25459,25651,25979,26451,27212,27628
350419808,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156
350419806,7498,7979,8081,8290,8443,8324,8252,8188,8116,8147,8228,8228,8292,8500,8581,8725,8806,8989,8853,8914,8986,9130,9190,9046,8805,8895,8759,9342,9040,8618,8563,8193,8097,8089,8246,8228
350419808,548,692,718,710,710,710,710,710,710,751,751,751,823,815,815,815,879,743,743,754,754,690,693,693,757,752,688,730,888,918,773,773,773,677,647,617
350411002,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
350411006,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38771,38707,38707,38707,38707,38684,38684,38684,38684,38684,38684,38684,38684,38756,38756,38756,38756,38756,38756
350411007,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
350411008,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746
350418106,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730
350414001,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787,20787
350414002,241421,241204,241204,241204,241204,241204,241204,241075,240394,239896,239896,239896,239896,239896,239896,239896,239896,239896,239896,239896,239896,239607,239607,239182,239182,239182,239182,239182,238932,238932,238732,238732,238732,238716,238644,238376
350414003,7803,7803,7803,7803,7586,7320,7320,7320,7320,6831,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215
350414006,3557198,3549220,3544750,3539229,3530377,3523117,3519755,3516685,3511725,3510846,3505583,3504958,3503661,3503108,3502058,3500817,3498351,3496783,3496491,3496126,3494429,3493372,3492140,3490787,3488786,3487437,3484201,3479220,3474639,3470966,3467939,3464180,3456609,3449348,3440042,3434741
350414007,86052,86052,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85843,85780,85780,85780,85780,85780,85703,85703,85703,85703,85703,85703,85703,85703,85703,85703,85703,85703,85645
350414008,596109,595438,594806,594160,593109,592012,590799,590043,589561,589343,588161,588161,588089,588097,588097,588097,587333,587469,587442,587431,587303,587343,587340,587223,586965,586587,585273,584911,584368,584041,584176,583859,581807,581183,579736,579755
350415001,2286,2286,2286,2286,2286,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,1983,1983,1983,1983,1983,1983,1983
350415002,3522,3522,3522,3509,3381,3381,3381,3317,3317,3253,3253,3181,3181,3181,3181,3045,3045,3045,3045,3045,3045,3045,3045,3036,3172,3172,3172,3172,3172,3172,3036,3036,3028,3028,2879,2879
350415003,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738
350415006,317509,309451,300686,292006,285818,280076,278132,273925,270197,265867,261664,266689,269634,270730,274276,275493,278859,281874,283734,287512,288274,293432,305459,312404,320391,328340,324140,317658,312657,307255,303005,294685,291396,289528,282298,278991
350415007,14033,13972,13972,13972,13972,13951,13703,13703,13703,13679,13607,13607,13607,13505,13505,13505,13505,13505,13433,13505,13505,13505,13216,13216,13216,13293,13293,13293,13293,13293,13293,13293,13221,13114,13114,13049
350415008,70508,68838,66795,63604,61020,58612,56081,55242,54878,54127,53624,53578,53363,53363,52998,53729,53723,53763,53699,53383,53513,54233,54103,54028,54107,54728,54720,54117,53322,52074,51529,51019,50263,49406,48020,47152
350419901,63,63,63,63,63,127,127,127,127,127,127,127,127,127,127,127,127,127,154,154,154,154,154,154,154,154,154,154,154,366,366,366,366,366,366,366
350419902,10464,10681,10681,10694,10822,10822,10822,11015,11696,12258,12258,12330,12330,12330,12330,12466,12466,12466,12466,12466,12466,12755,12755,12764,12628,12628,12628,12628,12878,12878,13214,13214,13150,13166,13387,13655
350419903,5480,5480,5480,5480,5697,5963,5963,5963,5963,6452,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068
350419906,1840149,1853020,1863471,1876965,1891469,1904303,1909040,1916228,1924643,1929003,1938027,1933355,1930473,1928969,1925776,1925631,1924142,1921671,1919722,1916465,1917197,1912571,1901516,1895483,1888514,1880318,1886304,1893526,1901876,1910068,1916040,1927039,1936776,1944086,1956136,1963705
350419907,11253,11314,11523,11523,11523,11544,11792,11792,11792,11816,11888,11888,11888,11990,11990,11990,11990,11990,12125,12053,12053,12053,12342,12419,12419,12342,12342,12342,12342,12342,12342,12342,12414,12521,12521,12580
350419908,94066,96193,97926,101771,105163,108604,112284,113879,114725,115653,117338,117384,117535,117535,117900,117241,117947,117835,117971,118287,118285,117560,117593,117833,117884,117507,118612,119404,120561,121712,122267,123035,125219,126579,129115,129994
350419902,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5518,5518,5518,5518,5518,5518,5518,5518,5518,5590,5590,5590,5590
350419903,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
350419906,98853,101001,103530,103730,103905,103840,104201,104265,104265,104747,104675,104675,105083,105083,105083,104883,105135,105207,105180,104755,104661,104718,104725,104701,105517,106734,107576,110625,111725,112571,113259,114517,115408,116763,120331,120972
350419907,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,162
350419908,10372,10442,11358,11358,11601,11665,11729,11729,11729,11729,11729,11729,11793,11793,11793,11721,11721,11793,11748,11748,11748,11748,11845,11797,11861,12064,12345,12476,12499,12893,12893,12952,13576,13793,14120,14120
350439001,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
350439002,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445
350439005,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
